suburb,rooms,type,price,method,sellerg,distance,bedroom2,bathroom,car,landsize,yearbuilt,councilarea,regionname,year,month,day,season,street_name
Preston,4,h,990000.0,VB,Nelson,8.4,4.0,2.0,2.0,500.0,,Darebin,Northern Metropolitan,2017,7,15,Summer,Wurruk
Reservoir,2,u,652000.0,S,Love,12.0,2.0,1.0,1.0,260.0,1970.0,Darebin,Northern Metropolitan,2017,7,15,Summer,Compton
Reservoir,3,h,953000.0,S,Ray,12.0,3.0,1.0,2.0,743.0,1970.0,Darebin,Northern Metropolitan,2017,7,15,Summer,Crookston
Reservoir,2,u,468000.0,S,Nelson,12.0,2.0,1.0,1.0,0.0,2012.0,Darebin,Northern Metropolitan,2017,7,15,Summer,High
Reservoir,2,t,710000.0,S,Raine,12.0,2.0,2.0,1.0,126.0,2013.0,Darebin,Northern Metropolitan,2017,7,15,Summer,Horton
Reservoir,3,h,550000.0,VB,Ray,12.0,3.0,1.0,2.0,1723.0,,Darebin,Northern Metropolitan,2017,7,15,Summer,Mahoneys
Reservoir,3,h,725000.0,S,Nelson,12.0,3.0,1.0,2.0,579.0,,Darebin,Northern Metropolitan,2017,7,15,Summer,McFadzean
Reservoir,3,h,880000.0,S,Harrington,12.0,3.0,2.0,3.0,743.0,,Darebin,Northern Metropolitan,2017,7,15,Summer,Miranda
Reservoir,2,u,502000.0,SP,Barry,12.0,2.0,1.0,2.0,230.0,2015.0,Darebin,Northern Metropolitan,2017,7,15,Summer,Rathcown
Reservoir,3,h,1175000.0,S,Barry,12.0,3.0,1.0,4.0,545.0,,Darebin,Northern Metropolitan,2017,7,15,Summer,Southernhay
Richmond,1,u,432000.0,SP,Biggin,2.4,1.0,1.0,1.0,7455.0,,Yarra,Northern Metropolitan,2017,7,15,Summer,Stawell
Richmond,2,u,800000.0,VB,hockingstuart,2.4,2.0,2.0,2.0,0.0,2008.0,Yarra,Northern Metropolitan,2017,7,15,Summer,Stawell
Ringwood East,3,h,710000.0,S,Noel,21.3,3.0,1.0,2.0,314.0,1989.0,Maroondah,Eastern Metropolitan,2017,7,15,Summer,Green
Rosanna,2,h,1310000.0,S,Fletchers,8.9,2.0,1.0,1.0,1313.0,,Banyule,Eastern Metropolitan,2017,7,15,Summer,Hylton
Rosanna,2,h,855000.0,S,Miles,8.9,2.0,1.0,1.0,562.0,,Banyule,Eastern Metropolitan,2017,7,15,Summer,Jones
Rowville,3,h,735000.0,S,Barry,23.5,3.0,2.0,1.0,721.0,1984.0,Knox,South-Eastern Metropolitan,2017,7,15,Summer,Barwon
Rowville,3,h,755000.0,S,Harcourts,23.5,3.0,2.0,2.0,551.0,2003.0,Knox,South-Eastern Metropolitan,2017,7,15,Summer,Wallingford
Roxburgh Park,3,h,537000.0,S,Raine,20.6,3.0,2.0,2.0,640.0,1994.0,Hume,Northern Metropolitan,2017,7,15,Summer,Reading
Seaford,2,t,386000.0,S,hockingstuart,35.4,2.0,1.0,1.0,150.0,1970.0,Frankston,South-Eastern Metropolitan,2017,7,15,Summer,Claude
Seaford,4,h,763000.0,S,U,35.4,4.0,2.0,4.0,611.0,1980.0,Frankston,South-Eastern Metropolitan,2017,7,15,Summer,Maple
Seaford,3,h,725000.0,S,Ray,35.4,3.0,1.0,1.0,769.0,,Frankston,South-Eastern Metropolitan,2017,7,15,Summer,Rosslyn
Seaford,4,h,768000.0,S,Buxton,35.4,4.0,2.0,3.0,542.0,1970.0,Frankston,South-Eastern Metropolitan,2017,7,15,Summer,Seaford
South Melbourne,3,h,2800000.0,VB,Greg,1.9,3.0,2.0,2.0,216.0,1860.0,Port Phillip,Southern Metropolitan,2017,7,15,Summer,Bridport
South Morang,2,t,345000.0,SP,Harcourts,20.5,2.0,1.0,1.0,305.0,1999.0,Whittlesea,Northern Metropolitan,2017,7,15,Summer,Thomas
South Yarra,2,u,666000.0,S,hockingstuart,2.7,2.0,1.0,1.0,0.0,2005.0,Stonnington,Southern Metropolitan,2017,7,15,Summer,Chapel
South Yarra,2,u,910000.0,S,Marshall,2.7,2.0,2.0,2.0,0.0,,Stonnington,Southern Metropolitan,2017,7,15,Summer,Cromwell
South Yarra,1,u,401500.0,S,hockingstuart,2.7,1.0,1.0,1.0,10.0,1960.0,Stonnington,Southern Metropolitan,2017,7,15,Summer,Powell
Springvale,3,h,760000.0,S,Win,20.8,3.0,1.0,1.0,593.0,,Greater Dandenong,South-Eastern Metropolitan,2017,7,15,Summer,Kallista
St Albans,2,h,610000.0,PI,RW,14.0,2.0,1.0,2.0,419.0,1975.0,Brimbank,Western Metropolitan,2017,7,15,Summer,Craigielea
St Albans,3,h,550000.0,S,Raine,14.0,3.0,1.0,1.0,606.0,1965.0,Brimbank,Western Metropolitan,2017,7,15,Summer,Jamieson
St Albans,4,h,520000.0,PI,Westside,14.0,4.0,2.0,1.0,699.0,1950.0,Brimbank,Western Metropolitan,2017,7,15,Summer,Lester
St Helena,3,h,805000.0,S,Darren,16.1,3.0,1.0,0.0,930.0,,Banyule,Eastern Metropolitan,2017,7,15,Summer,Covala
St Kilda,2,u,470000.0,VB,McGrath,5.0,2.0,1.0,0.0,0.0,1950.0,Port Phillip,Southern Metropolitan,2017,7,15,Summer,Barkly
St Kilda,3,h,1000000.0,S,Langwell,5.0,3.0,1.0,1.0,198.0,,Port Phillip,Southern Metropolitan,2017,7,15,Summer,Chapel
Sunshine,3,h,860000.0,PI,Jas,10.5,3.0,1.0,3.0,446.0,1910.0,Brimbank,Western Metropolitan,2017,7,15,Summer,Benjamin
Sunshine,3,h,532000.0,S,Douglas,10.5,3.0,1.0,1.0,206.0,1985.0,Brimbank,Western Metropolitan,2017,7,15,Summer,Cooper
Sunshine,3,h,960000.0,S,RW,10.5,3.0,2.0,2.0,655.0,,Brimbank,Western Metropolitan,2017,7,15,Summer,Matthews
Sunshine West,3,h,630000.0,S,Bells,10.5,3.0,1.0,5.0,626.0,,Brimbank,Western Metropolitan,2017,7,15,Summer,Barnes
Sunshine West,4,h,580000.0,PI,Douglas,10.5,4.0,2.0,4.0,270.0,,Brimbank,Western Metropolitan,2017,7,15,Summer,Champa
Taylors Lakes,4,h,853000.0,S,Barry,15.5,4.0,3.0,2.0,724.0,1990.0,Brimbank,Western Metropolitan,2017,7,15,Summer,Cowes
Taylors Lakes,4,h,704000.0,S,Barry,15.5,4.0,2.0,2.0,644.0,,Brimbank,Western Metropolitan,2017,7,15,Summer,Mantaura
Thomastown,3,h,508000.0,S,Harcourts,15.3,3.0,2.0,1.0,189.0,,Whittlesea,Northern Metropolitan,2017,7,15,Summer,Richardson
Thornbury,3,h,1236000.0,S,hockingstuart,7.0,3.0,1.0,1.0,508.0,,Darebin,Northern Metropolitan,2017,7,15,Summer,Swift
Thornbury,1,u,328000.0,S,Woodards,7.0,1.0,1.0,1.0,1047.0,1970.0,Darebin,Northern Metropolitan,2017,7,15,Summer,Woolton
Toorak,2,u,1140000.0,S,Marshall,4.1,2.0,2.0,2.0,586.0,1990.0,Stonnington,Southern Metropolitan,2017,7,15,Summer,Toorak
Travancore,2,u,341500.0,S,McGrath,4.3,2.0,1.0,1.0,16000.0,2012.0,Moonee Valley,Western Metropolitan,2017,7,15,Summer,Mt
Tullamarine,2,u,470000.0,SP,Barry,12.9,2.0,1.0,1.0,161.0,1960.0,Hume,Western Metropolitan,2017,7,15,Summer,Broadmeadows
Vermont,3,h,1111500.0,S,Philip,17.2,3.0,1.0,0.0,722.0,1960.0,Whitehorse,Eastern Metropolitan,2017,7,15,Summer,Barbara
Wantirna,4,h,1214000.0,S,Ray,14.7,4.0,1.0,2.0,734.0,,Knox,Eastern Metropolitan,2017,7,15,Summer,Boronia
Wantirna South,4,h,1045000.0,S,Noel,14.7,4.0,3.0,2.0,728.0,1990.0,Knox,Eastern Metropolitan,2017,7,15,Summer,Argyle
Wantirna South,3,u,622000.0,S,Ray,14.7,3.0,1.0,1.0,137.0,2012.0,Knox,Eastern Metropolitan,2017,7,15,Summer,Stud
Warrandyte,3,h,826000.0,S,Gardiner,21.1,3.0,2.0,0.0,830.0,1975.0,Manningham,Eastern Metropolitan,2017,7,15,Summer,Fossickers
Waterways,4,h,1265000.0,S,Ray,21.5,4.0,2.0,2.0,604.0,,Kingston,South-Eastern Metropolitan,2017,7,15,Summer,Portland
Watsonia,2,u,604000.0,S,Ray,14.5,2.0,1.0,1.0,151.0,,Banyule,Northern Metropolitan,2017,7,15,Summer,Devonshire
Watsonia,2,u,655000.0,S,Darren,14.5,2.0,1.0,1.0,298.0,1975.0,Banyule,Northern Metropolitan,2017,7,15,Summer,Longmuir
Watsonia North,3,h,740000.0,SP,Barry,14.5,4.0,1.0,2.0,909.0,,Banyule,Northern Metropolitan,2017,7,15,Summer,Grimshaw
Werribee,3,h,505000.0,SP,Greg,14.7,3.0,2.0,4.0,557.0,1987.0,Wyndham,Western Metropolitan,2017,7,15,Summer,Cassowary
Werribee,3,h,570000.0,S,S&L,14.7,3.0,1.0,3.0,909.0,1965.0,Wyndham,Western Metropolitan,2017,7,15,Summer,Gavan
Werribee,3,h,453000.0,S,YPA,14.7,3.0,1.0,3.0,575.0,,Wyndham,Western Metropolitan,2017,7,15,Summer,Kestrel
Werribee,2,h,335000.0,S,Greg,14.7,2.0,1.0,1.0,190.0,1980.0,Wyndham,Western Metropolitan,2017,7,15,Summer,Tower
West Footscray,1,h,280000.0,VB,Jas,6.4,1.0,1.0,1.0,45.0,1970.0,Maribyrnong,Western Metropolitan,2017,7,15,Summer,Beaumont
West Footscray,4,h,955000.0,S,Jas,6.4,4.0,1.0,3.0,459.0,,Maribyrnong,Western Metropolitan,2017,7,15,Summer,Dongola
West Footscray,3,t,700000.0,S,Jas,6.4,3.0,2.0,2.0,125.0,2013.0,Maribyrnong,Western Metropolitan,2017,7,15,Summer,Ormond
West Melbourne,1,u,380000.0,SP,MICM,3.1,1.0,1.0,0.0,68.0,,Melbourne,Northern Metropolitan,2017,7,15,Summer,Batman
West Melbourne,4,h,1900000.0,VB,Whiting,3.1,4.0,1.0,2.0,168.0,,Melbourne,Northern Metropolitan,2017,7,15,Summer,Dudley
Westmeadows,3,h,800000.0,S,YPA,16.5,3.0,2.0,2.0,898.0,1985.0,Hume,Northern Metropolitan,2017,7,15,Summer,Eyre
Wheelers Hill,5,h,1090000.0,S,Ray,16.7,5.0,2.0,2.0,698.0,1978.0,Monash,South-Eastern Metropolitan,2017,7,15,Summer,Waverley
Williamstown,4,h,1920000.0,SP,Williams,6.8,4.0,2.0,0.0,388.0,1900.0,Hobsons Bay,Western Metropolitan,2017,7,15,Summer,Pasco
Wollert,4,h,530000.0,SP,hockingstuart,25.5,4.0,2.0,2.0,448.0,2011.0,Whittlesea,Northern Metropolitan,2017,7,15,Summer,Edenvale
Yarraville,3,h,982500.0,S,Village,6.3,3.0,2.0,2.0,444.0,1945.0,Maribyrnong,Western Metropolitan,2017,7,15,Summer,Adeney
Yarraville,3,h,1400000.0,S,Jas,6.3,3.0,3.0,6.0,668.0,1990.0,Maribyrnong,Western Metropolitan,2017,7,15,Summer,Bishop
Yarraville,3,h,1042000.0,SP,Jas,6.3,3.0,1.0,1.0,358.0,,Maribyrnong,Western Metropolitan,2017,7,15,Summer,Francis
Yarraville,3,h,1230000.0,S,Jas,6.3,3.0,1.0,2.0,433.0,1880.0,Maribyrnong,Western Metropolitan,2017,7,15,Summer,Montague
Yarraville,3,h,1005000.0,S,Jas,6.3,3.0,1.0,2.0,451.0,,Maribyrnong,Western Metropolitan,2017,7,15,Summer,Roberts
Abbotsford,2,h,911000.0,S,Purplebricks,3.0,2.0,1.0,0.0,141.0,,Yarra,Northern Metropolitan,2017,7,22,Summer,Charles
Abbotsford,2,h,1190000.0,S,Biggin,3.0,2.0,2.0,1.0,147.0,2000.0,Yarra,Northern Metropolitan,2017,7,22,Summer,Yarra
Aberfeldie,3,h,2050000.0,SP,McDonald,7.5,3.0,2.0,6.0,402.0,,Moonee Valley,Western Metropolitan,2017,7,22,Summer,Afton
Aberfeldie,3,h,1680000.0,SP,Raine,7.5,3.0,2.0,2.0,673.0,1965.0,Moonee Valley,Western Metropolitan,2017,7,22,Summer,Aroona
Aberfeldie,1,u,280000.0,VB,Nelson,7.5,1.0,1.0,1.0,0.0,1970.0,Moonee Valley,Western Metropolitan,2017,7,22,Summer,St
Aberfeldie,1,u,310000.0,S,Brad,7.5,1.0,1.0,1.0,1715.0,1970.0,Moonee Valley,Western Metropolitan,2017,7,22,Summer,St
Aberfeldie,5,h,1472000.0,S,Rendina,7.5,5.0,3.0,2.0,486.0,,Moonee Valley,Western Metropolitan,2017,7,22,Summer,Valencia
Airport West,2,u,454000.0,S,Nelson,10.4,2.0,1.0,1.0,182.0,1985.0,Moonee Valley,Western Metropolitan,2017,7,22,Summer,Etzel
Altona,3,h,1005000.0,SP,Barlow,11.0,3.0,1.0,2.0,636.0,,Hobsons Bay,Western Metropolitan,2017,7,22,Summer,Cain
Altona,4,t,820000.0,SP,hockingstuart,11.0,4.0,2.0,2.0,288.0,1970.0,Hobsons Bay,Western Metropolitan,2017,7,22,Summer,Maidstone
Altona,4,h,1360000.0,S,Greg,11.0,4.0,2.0,4.0,615.0,,Hobsons Bay,Western Metropolitan,2017,7,22,Summer,Queen
Altona,3,h,950000.0,SP,Barlow,11.0,3.0,1.0,1.0,399.0,,Hobsons Bay,Western Metropolitan,2017,7,22,Summer,Rose
Altona Meadows,3,h,620000.0,S,hockingstuart,15.5,3.0,1.0,2.0,466.0,1975.0,Hobsons Bay,Western Metropolitan,2017,7,22,Summer,Shirley
Altona North,3,h,830000.0,SP,RT,9.4,3.0,2.0,2.0,529.0,1965.0,Hobsons Bay,Western Metropolitan,2017,7,22,Summer,Chambers
Altona North,3,h,730000.0,S,Greg,9.4,3.0,1.0,1.0,276.0,,Hobsons Bay,Western Metropolitan,2017,7,22,Summer,Chambers
Altona North,4,h,805000.0,S,Sweeney,9.4,4.0,2.0,5.0,562.0,1950.0,Hobsons Bay,Western Metropolitan,2017,7,22,Summer,Millers
Altona North,2,h,510000.0,S,Sweeney,9.4,2.0,1.0,1.0,170.0,2001.0,Hobsons Bay,Western Metropolitan,2017,7,22,Summer,Stapley
Ardeer,3,h,645000.0,S,Barry,12.8,3.0,1.0,1.0,603.0,,Brimbank,Western Metropolitan,2017,7,22,Summer,McLaughlin
Armadale,2,u,486000.0,S,hockingstuart,6.3,2.0,1.0,2.0,0.0,1960.0,Stonnington,Southern Metropolitan,2017,7,22,Summer,Denbigh
Ascot Vale,3,t,855000.0,S,Alexkarbon,4.3,3.0,1.0,2.0,159.0,2011.0,Moonee Valley,Western Metropolitan,2017,7,22,Summer,Sandown
Ascot Vale,2,h,1035000.0,S,Alexkarbon,4.3,2.0,1.0,1.0,319.0,1900.0,Moonee Valley,Western Metropolitan,2017,7,22,Summer,Parade
Ascot Vale,3,h,1310000.0,S,Brad,4.3,3.0,1.0,2.0,523.0,,Moonee Valley,Western Metropolitan,2017,7,22,Summer,Parade
Ashwood,4,h,1450000.0,S,Fletchers,10.2,4.0,2.0,1.0,803.0,1965.0,Monash,Southern Metropolitan,2017,7,22,Summer,Kiewa
Ashwood,3,t,1060000.0,S,Buxton,10.2,3.0,2.0,2.0,343.0,2000.0,Monash,Southern Metropolitan,2017,7,22,Summer,Vannam
Aspendale,3,h,970000.0,VB,hockingstuart,21.5,4.0,2.0,2.0,612.0,1960.0,Kingston,South-Eastern Metropolitan,2017,7,22,Summer,Ebb
Aspendale Gardens,4,h,840000.0,VB,Barry,21.5,4.0,2.0,2.0,383.0,,Kingston,South-Eastern Metropolitan,2017,7,22,Summer,Pacific
Avondale Heights,4,h,665000.0,PI,Nelson,9.5,4.0,1.0,1.0,538.0,,Moonee Valley,Western Metropolitan,2017,7,22,Summer,Clarendon
Avondale Heights,3,h,750000.0,PI,Barry,9.5,3.0,1.0,2.0,561.0,1990.0,Moonee Valley,Western Metropolitan,2017,7,22,Summer,Ridge
Avondale Heights,5,h,800000.0,VB,Barry,9.5,5.0,2.0,3.0,577.0,1985.0,Moonee Valley,Western Metropolitan,2017,7,22,Summer,Ridge
Balwyn,2,u,800000.0,S,Langwell,7.9,2.0,1.0,1.0,0.0,1960.0,Boroondara,Southern Metropolitan,2017,7,22,Summer,Boston
Balwyn,5,h,2400000.0,VB,Fletchers,7.9,5.0,3.0,2.0,785.0,,Boroondara,Southern Metropolitan,2017,7,22,Summer,Tedstone
Balwyn North,5,h,2400000.0,VB,hockingstuart,9.7,5.0,4.0,2.0,742.0,1980.0,Boroondara,Southern Metropolitan,2017,7,22,Summer,Adeney
Balwyn North,3,h,2668000.0,S,Noel,9.7,3.0,1.0,2.0,939.0,,Boroondara,Southern Metropolitan,2017,7,22,Summer,Burke
Balwyn North,4,h,1750000.0,S,Jellis,9.7,4.0,1.0,2.0,683.0,,Boroondara,Southern Metropolitan,2017,7,22,Summer,Carrington
Balwyn North,4,h,1850000.0,SA,Fletchers,9.7,4.0,4.0,3.0,929.0,1960.0,Boroondara,Southern Metropolitan,2017,7,22,Summer,Winfield
Beaconsfield,4,h,670000.0,SP,Harcourts,39.0,4.0,2.0,2.0,900.0,2005.0,Cardinia,Eastern Victoria,2017,7,22,Summer,Windsor
Beaumaris,3,t,1850000.0,PI,McGrath,17.3,3.0,3.0,2.0,252.0,2007.0,Bayside,Southern Metropolitan,2017,7,22,Summer,Coronet
Bellfield,2,h,906000.0,S,Miles,8.8,2.0,1.0,1.0,617.0,1960.0,Banyule,Eastern Metropolitan,2017,7,22,Summer,Sullivan
Bentleigh,3,h,1640000.0,S,Woodards,11.4,3.0,1.0,3.0,585.0,,Glen Eira,Southern Metropolitan,2017,7,22,Summer,Buckingham
Bentleigh,3,h,1610000.0,S,Buxton,11.4,3.0,2.0,2.0,672.0,,Glen Eira,Southern Metropolitan,2017,7,22,Summer,Mortimore
Bentleigh,2,u,410000.0,PI,hockingstuart,11.4,2.0,1.0,1.0,834.0,1967.0,Glen Eira,Southern Metropolitan,2017,7,22,Summer,Vickery
Bentleigh,5,h,1500000.0,PI,hockingstuart,11.4,5.0,2.0,2.0,591.0,1950.0,Glen Eira,Southern Metropolitan,2017,7,22,Summer,Wood
Bentleigh East,2,u,860000.0,S,hockingstuart,13.8,2.0,1.0,1.0,230.0,1990.0,Glen Eira,Southern Metropolitan,2017,7,22,Summer,Benina
Berwick,4,h,775000.0,VB,O'Brien,35.2,4.0,2.0,2.0,520.0,,Casey,Eastern Victoria,2017,7,22,Summer,Northgate
Berwick,3,h,755000.0,S,O'Brien,35.2,3.0,2.0,2.0,840.0,,Casey,Eastern Victoria,2017,7,22,Summer,Russel
Blackburn,3,h,1020000.0,PI,Jellis,13.4,3.0,1.0,4.0,624.0,,Whitehorse,Eastern Metropolitan,2017,7,22,Summer,Middleborough
Blackburn South,3,h,874000.0,S,Fletchers,13.4,3.0,2.0,1.0,232.0,2014.0,Whitehorse,Eastern Metropolitan,2017,7,22,Summer,Stewart
Braybrook,3,t,560000.0,S,Sweeney,8.6,3.0,1.0,1.0,158.0,2002.0,Maribyrnong,Western Metropolitan,2017,7,22,Summer,Marnoo
Brighton East,2,u,620000.0,S,Buxton,10.3,2.0,1.0,1.0,972.0,,Bayside,Southern Metropolitan,2017,7,22,Summer,Gleniffer
Brighton East,3,h,1500000.0,S,Hodges,10.3,3.0,2.0,1.0,279.0,1990.0,Bayside,Southern Metropolitan,2017,7,22,Summer,Grant
Broadmeadows,1,h,1100000.0,VB,Stockdale,14.0,1.0,1.0,1.0,1312.0,,Hume,Northern Metropolitan,2017,7,22,Summer,Blair
Broadmeadows,3,h,450000.0,S,YPA,14.0,3.0,1.0,1.0,0.0,1960.0,Hume,Northern Metropolitan,2017,7,22,Summer,Cuthbert
Broadmeadows,3,h,560000.0,S,YPA,14.0,3.0,1.0,1.0,639.0,,Hume,Northern Metropolitan,2017,7,22,Summer,Holberry
Brunswick,3,h,1120000.0,S,Raine,5.2,3.0,1.0,1.0,322.0,1920.0,Moreland,Northern Metropolitan,2017,7,22,Summer,Donald
Brunswick,2,h,1110000.0,S,Jellis,5.2,2.0,1.0,0.0,196.0,1922.0,Moreland,Northern Metropolitan,2017,7,22,Summer,Dunstan
Brunswick,3,h,1260000.0,S,Jellis,5.2,3.0,2.0,1.0,470.0,,Moreland,Northern Metropolitan,2017,7,22,Summer,First
Brunswick,4,h,1790000.0,S,Nelson,5.2,4.0,3.0,6.0,733.0,1950.0,Moreland,Northern Metropolitan,2017,7,22,Summer,Mitchell
Brunswick East,1,u,390500.0,SP,Ray,4.0,1.0,1.0,1.0,0.0,2011.0,Moreland,Northern Metropolitan,2017,7,22,Summer,Brunswick
Bundoora,4,h,800000.0,SP,Ray,12.1,4.0,1.0,1.0,535.0,,Banyule,Northern Metropolitan,2017,7,22,Summer,Alma
Bundoora,5,h,999000.0,S,Ray,12.1,5.0,2.0,2.0,627.0,1991.0,Banyule,Northern Metropolitan,2017,7,22,Summer,Cheadle
Bundoora,3,h,680000.0,S,Barry,12.1,3.0,1.0,3.0,539.0,,Banyule,Northern Metropolitan,2017,7,22,Summer,Grimshaw
Cairnlea,4,h,750000.0,PI,Ray,14.8,4.0,2.0,2.0,447.0,,Brimbank,Western Metropolitan,2017,7,22,Summer,Blackwood
Camberwell,3,h,1830000.0,S,Ham,7.7,3.0,2.0,4.0,605.0,,Boroondara,Southern Metropolitan,2017,7,22,Summer,Lynden
Carlton,3,h,920000.0,S,Nelson,1.6,3.0,1.0,0.0,98.0,,Melbourne,Northern Metropolitan,2017,7,22,Summer,Palmerston
Carlton North,3,h,1400000.0,VB,Jellis,3.5,3.0,2.0,0.0,107.0,,Yarra,Northern Metropolitan,2017,7,22,Summer,Davis
Carnegie,2,u,796000.0,S,Thomson,10.1,2.0,1.0,2.0,0.0,1975.0,Glen Eira,Southern Metropolitan,2017,7,22,Summer,Cosy
Carnegie,2,h,1630000.0,S,Woodards,10.1,2.0,1.0,1.0,618.0,,Glen Eira,Southern Metropolitan,2017,7,22,Summer,Vine
Carnegie,3,h,1050000.0,VB,Eview,10.1,3.0,1.0,2.0,184.0,1990.0,Glen Eira,Southern Metropolitan,2017,7,22,Summer,Walden
Carrum,3,h,825000.0,S,Ray,31.2,3.0,2.0,1.0,355.0,,Kingston,South-Eastern Metropolitan,2017,7,22,Summer,Riversdale
Caulfield North,2,u,610000.0,PI,Greg,7.8,2.0,1.0,1.0,816.0,2007.0,Glen Eira,Southern Metropolitan,2017,7,22,Summer,Dandenong
Chadstone,3,t,977500.0,S,Buxton,11.7,3.0,3.0,3.0,209.0,2012.0,Monash,Southern Metropolitan,2017,7,22,Summer,Stapley
Chelsea,2,u,639000.0,S,Eview,27.0,2.0,1.0,2.0,278.0,1980.0,Kingston,South-Eastern Metropolitan,2017,7,22,Summer,Cross
Cheltenham,4,h,1138000.0,S,HAR,17.9,4.0,2.0,1.0,536.0,,Kingston,Southern Metropolitan,2017,7,22,Summer,Cronin
Cheltenham,3,h,1050000.0,PI,Barry,17.9,3.0,1.0,2.0,539.0,1970.0,Kingston,Southern Metropolitan,2017,7,22,Summer,Nancy
Clifton Hill,2,u,640000.0,SA,Nelson,3.6,2.0,2.0,1.0,533.0,2011.0,Yarra,Northern Metropolitan,2017,7,22,Summer,Noone
Coburg,3,h,1285000.0,S,Nelson,6.7,3.0,1.0,2.0,579.0,1930.0,Moreland,Northern Metropolitan,2017,7,22,Summer,Belgrave
Coburg,3,h,890000.0,S,Peter,6.7,3.0,2.0,2.0,190.0,2015.0,Moreland,Northern Metropolitan,2017,7,22,Summer,Crozier
Collingwood,2,h,1080000.0,S,Nelson,2.0,2.0,1.0,0.0,0.0,1890.0,Yarra,Northern Metropolitan,2017,7,22,Summer,Mater
Craigieburn,6,h,1000000.0,S,YPA,20.6,6.0,3.0,2.0,752.0,,Hume,Northern Metropolitan,2017,7,22,Summer,Excelsior
Craigieburn,3,h,607500.0,S,hockingstuart,20.6,3.0,2.0,2.0,654.0,1999.0,Hume,Northern Metropolitan,2017,7,22,Summer,Heytesbury
Craigieburn,3,h,500000.0,S,Stockdale,20.6,3.0,2.0,2.0,448.0,2008.0,Hume,Northern Metropolitan,2017,7,22,Summer,Northumberland
Craigieburn,3,h,515000.0,S,Ray,20.6,3.0,2.0,2.0,490.0,,Hume,Northern Metropolitan,2017,7,22,Summer,Paddington
Craigieburn,3,h,510000.0,S,Ray,20.6,3.0,2.0,2.0,350.0,2014.0,Hume,Northern Metropolitan,2017,7,22,Summer,Penhall
Craigieburn,4,h,592500.0,S,Ray,20.6,4.0,2.0,2.0,448.0,2011.0,Hume,Northern Metropolitan,2017,7,22,Summer,Serenity
Craigieburn,4,h,595000.0,S,Ray,20.6,4.0,2.0,2.0,420.0,2015.0,Hume,Northern Metropolitan,2017,7,22,Summer,Virtue
Croydon,3,h,1005000.0,S,McGrath,23.0,3.0,1.0,1.0,1018.0,,Maroondah,Eastern Metropolitan,2017,7,22,Summer,Railway
Dandenong,3,h,669000.0,S,Stockdale,24.7,3.0,1.0,1.0,713.0,1960.0,Greater Dandenong,South-Eastern Metropolitan,2017,7,22,Summer,Caroline
Dandenong,3,h,880000.0,S,Barry,24.7,3.0,2.0,10.0,734.0,,Greater Dandenong,South-Eastern Metropolitan,2017,7,22,Summer,Heatherton
Dandenong North,3,h,560000.0,S,Barry,24.7,3.0,1.0,2.0,630.0,,Greater Dandenong,South-Eastern Metropolitan,2017,7,22,Summer,Belmont
Dandenong North,5,h,895000.0,S,Barry,24.7,5.0,2.0,4.0,779.0,1970.0,Greater Dandenong,South-Eastern Metropolitan,2017,7,22,Summer,Buchan
Deepdene,2,h,710000.0,S,Nelson,7.9,2.0,1.0,2.0,1533.0,,Boroondara,Southern Metropolitan,2017,7,22,Summer,Whitehorse
Deer Park,3,h,572000.0,S,hockingstuart,14.8,3.0,3.0,6.0,585.0,,Brimbank,Western Metropolitan,2017,7,22,Summer,Abercairn
Delahey,4,h,505000.0,S,YPA,18.0,4.0,2.0,2.0,344.0,1995.0,Brimbank,Western Metropolitan,2017,7,22,Summer,Barley
Delahey,3,h,550000.0,PI,Sweeney,18.0,3.0,2.0,2.0,668.0,,Brimbank,Western Metropolitan,2017,7,22,Summer,Kingsley
Doncaster,5,h,1530000.0,S,Barry,12.4,5.0,3.0,2.0,851.0,1975.0,Manningham,Eastern Metropolitan,2017,7,22,Summer,Alma
Doncaster East,3,t,816000.0,S,Barry,14.3,3.0,1.0,2.0,0.0,2010.0,Manningham,Eastern Metropolitan,2017,7,22,Summer,Churchill
Doncaster East,4,h,1385000.0,S,Jellis,14.3,4.0,3.0,2.0,417.0,1980.0,Manningham,Eastern Metropolitan,2017,7,22,Summer,Elizabeth
Donvale,3,h,900000.0,PI,Philip,16.1,3.0,1.0,2.0,726.0,,Manningham,Eastern Metropolitan,2017,7,22,Summer,Lisbeth
Doveton,2,h,472500.0,S,C21,28.8,2.0,1.0,2.0,590.0,1960.0,Casey,South-Eastern Metropolitan,2017,7,22,Summer,Kanooka
East Melbourne,1,u,895000.0,S,Kay,1.3,1.0,1.0,1.0,0.0,1990.0,Melbourne,Northern Metropolitan,2017,7,22,Summer,St
Edithvale,2,u,724000.0,S,O'Brien,27.0,2.0,1.0,2.0,224.0,2000.0,Kingston,South-Eastern Metropolitan,2017,7,22,Summer,Ivan
Elsternwick,3,h,1975000.0,S,Biggin,7.2,3.0,2.0,2.0,458.0,1900.0,Glen Eira,Southern Metropolitan,2017,7,22,Summer,Allison
Elsternwick,3,t,1200000.0,S,Biggin,7.2,3.0,1.0,2.0,1405.0,1965.0,Glen Eira,Southern Metropolitan,2017,7,22,Summer,Seymour
